,id,original_name,overview,popularity,vote_average,vote_count
2291,204082,Squid Game: The Challenge,"In this reality competition show inspired by ""Squid Game,"" 456 players put their skills to the ultimate test for a life-changing $4.56 million prize.",8.228,6.5,605
2292,100444,Adult Material,"Adult drama that delves inside the porn industry from the perspective of poster girl Jolene Dollar, who juggles her on-set persona with motherhood and home life.",2.8561,6.458,249
2293,110290,Mums Make Porn,"Five ordinary mums confront the impact of easy access porn on their kids and shine a light on the issues relating to young people’s attitude toward sex today. Combining focused journalism with warm and mischievous entertainment, the mums explore the world of modern pornography to produce their own 12-minute porn film.",1.543,6.439,856
2294,129680,I Know What You Did Last Summer,"In a sun-soaked Hawaiian town with a mysterious past, a group of friends is left with a dark secret after a tragic accident. One year later, a member of the group receives a threatening message, and the friends now know that someone intends to make them pay for last summer.",4.8133,6.437,230
2295,76796,Collateral,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.",4.7757,6.4,202
2296,4626,Ugly Betty,"Wannabe writer Betty Suarez is a plain girl from Queens, who is smart, hardworking and savvy but lacks a fashionable sense of style. When publishing mogul Bradford Meade puts his son Daniel in charge of Mode magazine, he hires Betty to be Daniel's new assistant -- mostly because he knows that she may be the only woman in Manhattan with whom the younger man won't sleep.",13.0534,6.4,266
2297,2224,The Daily Show,"The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.",74.8623,6.396,612
2298,60626,From Dusk Till Dawn: The Series,"The horror and crime thriller genres collide in this new original series from Robert Rodriguez, based on his cult grindhouse classic about bank-robbing brothers on the run, a lawman bent on bringing them to justice, the devout family caught in the cross-fire, and an ancient evil eager to feast on them all.",6.8286,6.393,356
2299,1769,Johnny Test,"Young Johnny is gung-ho and full of courage. Johnny's brainiac twin sisters, Susan and Mary, use Johnny as their guinea pig for their outrageous scientific experiments. If they can dream it up, Johnny will do it; as long as his genetically engineered super dog, Dukey, can come along.",10.1804,6.388,240
2300,3461,Dharma & Greg,"Dharma & Greg is an American television sitcom that aired from September 24, 1997, to April 30, 2002.

It stars Jenna Elfman and Thomas Gibson as Dharma and Greg Montgomery, a couple who got married on their first date despite being complete opposites. The series is co-produced by Chuck Lorre Productions, More-Medavoy Productions and 4 to 6 Foot Productions in association with 20th Century Fox Television for ABC. The show's theme song was written and performed by composer Dennis C. Brown.

Created by executive producers Dottie Dartland and Chuck Lorre, the comedy took much of its inspiration from so-called culture-clash ""fish out of water"" situations. The show earned eight Golden Globe nominations, six Emmy Award nominations, and six Satellite Awards nominations. Elfman earned a Golden Globe in 1999 for Best Actress.",8.2947,6.385,270
2301,4550,7th Heaven,"Reverend Eric Camden and his wife Annie have always had their hands full caring for seven children, not to mention the friends, sweethearts and spouses that continually come and go in the Camden household.",15.4865,6.38,221
2302,32730,The Event,"The Event is an emotional, high-octane conspiracy thriller that follows Sean Walker, an everyman who investigates the mysterious disappearance of his would-be fiancée Leila, and unwittingly begins to expose the biggest cover-up in U.S. history.",5.979,6.378,225
2303,61967,Wet Hot American Summer: First Day of Camp,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",3.1281,6.392,218
2304,1410,Revolution,"One day, electricity just stopped working and the world was suddenly thrust back into the dark ages. Now, 15 years later, a young woman's life is dramatically changed when a local militia arrives and kills her father, who mysteriously—and unbeknownst to her—had something to do with the blackout. An unlikely group sets out off on a daring journey to find answers about the past in the hopes of reclaiming the future.",4.9383,6.376,591
2305,18197,The Langoliers,"A jet leaves on a red-eye flight from Los Angeles to Boston. But early in the flight, ten passengers awaken to a startling realization: All of the other passengers have vanished.",3.7907,6.4,594
2306,86951,Leaving Neverland,"Explores the experiences of James Safechuck and Wade Robson, who were both befriended and sexually abused by singer Michael Jackson, and the complicated feelings that led them both to confront their experiences.",2.5352,6.359,227
2307,42282,Girls,"The assorted humiliations, disasters and rare triumphs of four very different twenty-something girls: Hannah, an aspiring writer; Marnie, an art gallery assistant and cousins Jessa and Shoshanna.",12.051,6.358,416
2308,35339,Alcatraz,"A unique team, consisting of a federal agent, a police officer and a conspiracy theory novelist, investigate the shocking reappearance of Alcatraz's most notorious prisoners, fifty years after they supposedly vanished.",6.6193,6.334,287
2309,58111,Extant,An astronaut returns home from a year long solo mission in space. She tries to reconnect with her husband and son in their everyday life. Her experiences in space and home lead to events that ultimately will change the course of human history.,9.2259,6.312,340
2310,92782,Ms. Marvel,"A great student, avid gamer, and voracious fan-fic scribe, Kamala Khan has a special affinity for superheroes, particularly Captain Marvel. However, she struggles to fit in at home and at school — that is, until she gets superpowers like the heroes she’s always looked up to. Life is easier with superpowers, right?",11.8242,6.306,1386
2311,1867,The Shining,A new caretaker moves with his family into the mysterious Overlook Hotel for the winter.,7.5788,6.288,340
2312,1466,Joey,"Joey has struck out on his own and moved to Hollywood, hoping to truly make it as an actor. Joey says goodbye to a time when his friends were his family and welcomes the chance to turn his family into his friends. After reuniting with his high-strung sister Gina, a strong and sexy hairdresser, Joey moves in with her genius 20-year-old son, graduate student Michael, who literally is a rocket scientist. What Joey lacks in book smarts, however, he more than makes up for with his people skills, making him the best new friend his nephew could ask for.",20.232,6.249,342
